"SubjID","emotion","rating","condition"
14,"PROUD ",95.24438573,"Displeasing-Pleasing"
14,"PLEASED ",95.24438573,"Displeasing-Pleasing"
14,"NERVOUS ",24.40554822,"Displeasing-Pleasing"
14,"EXCITED ",98.54689564,"Displeasing-Pleasing"
14,"SCARED ",0,"Displeasing-Pleasing"
14,"ANGRY ",0,"Displeasing-Pleasing"
14,"JEALOUS ",0,"Displeasing-Pleasing"
14,"WORRIED ",0,"Displeasing-Pleasing"
14,"LONELY ",0,"Displeasing-Pleasing"
16,"BORED ",19.75691149,"Displeasing-Pleasing"
16,"SURPRISED ",67.3622924,"Displeasing-Pleasing"
16,"THANKFUL ",100,"Displeasing-Pleasing"
16,"GRUMPY ",5.748345907,"Displeasing-Pleasing"
16,"SCARED ",48.48634989,"Displeasing-Pleasing"
16,"DISGUSTED ",17.26386333,"Displeasing-Pleasing"
16,"HATE ",0,"Displeasing-Pleasing"
16,"SORRY ",6.104494996,"Displeasing-Pleasing"
16,"ANNOYED ",11.44674493,"Displeasing-Pleasing"
16,"DISAPPOINTED ",7.054227412,"Displeasing-Pleasing"
16,"LONELY ",2.661714425,"Displeasing-Pleasing"
16,"WORRIED ",4.086310783,"Displeasing-Pleasing"
16,"SAD ",5.036047727,"Displeasing-Pleasing"
16,"LOVE ",100,"Displeasing-Pleasing"
16,"JEALOUS ",2.899144132,"Displeasing-Pleasing"
16,"PLEASED ",92.64895475,"Displeasing-Pleasing"
16,"EXCITED ",89.44359936,"Displeasing-Pleasing"
16,"RELAXED ",82.67674401,"Displeasing-Pleasing"
16,"AMAZED ",97.16017354,"Displeasing-Pleasing"
16,"ANGRY ",1.949411717,"Displeasing-Pleasing"
16,"HAPPY ",96.0917308,"Displeasing-Pleasing"
16,"PROUD ",91.34306419,"Displeasing-Pleasing"
16,"UPSET ",17.7387318,"Displeasing-Pleasing"
16,"EMBARRASSED ",16.90770971,"Displeasing-Pleasing"
16,"NERVOUS ",12.27776249,"Displeasing-Pleasing"
16,"SAFE ",74.48529231,"Displeasing-Pleasing"
16,"CALM ",77.6906477,"Displeasing-Pleasing"
17,"BORED ",47.23031894,"Bad-Good"
17,"EXCITED ",69.48031969,"Bad-Good"
17,"GRUMPY ",27.6197373,"Bad-Good"
17,"JEALOUS ",25.26843911,"Bad-Good"
17,"HAPPY ",88.05685678,"Bad-Good"
17,"PROUD ",68.32249465,"Bad-Good"
17,"SAFE ",71.35577636,"Bad-Good"
17,"RELAXED ",87.1111086,"Bad-Good"
17,"DISAPPOINTED ",32.95437863,"Bad-Good"
17,"SORRY ",39.66191271,"Bad-Good"
17,"ANGRY ",39.66191271,"Bad-Good"
17,"SAD ",32.18026449,"Bad-Good"
17,"ANNOYED ",32.18026449,"Bad-Good"
17,"WORRIED ",32.18026449,"Bad-Good"
17,"NERVOUS ",32.47995054,"Bad-Good"
17,"AMAZED ",63.40615029,"Bad-Good"
17,"EMBARRASSED ",40.13874597,"Bad-Good"
17,"THANKFUL ",54.24879185,"Bad-Good"
17,"DISGUSTED ",32.69301915,"Bad-Good"
17,"PLEASED ",63.28119065,"Bad-Good"
17,"HATE ",24.31942677,"Bad-Good"
17,"LOVE ",80.57850396,"Bad-Good"
17,"SCARED ",29.62354272,"Bad-Good"
17,"UPSET ",35.58194366,"Bad-Good"
17,"CALM ",66.81053138,"Bad-Good"
17,"LONELY ",31.49489966,"Bad-Good"
17,"SURPRISED ",48.28223831,"Bad-Good"
18,"WORRIED ",0,"Negative-Positive"
18,"EMBARRASSED ",32.8042328,"Negative-Positive"
18,"JEALOUS ",11.37566138,"Negative-Positive"
18,"SAFE ",95.5026455,"Negative-Positive"
18,"PLEASED ",95.5026455,"Negative-Positive"
18,"DISAPPOINTED ",46.2962963,"Negative-Positive"
18,"GRUMPY ",46.03174603,"Negative-Positive"
18,"CALM ",79.89417989,"Negative-Positive"
18,"HAPPY ",100,"Negative-Positive"
18,"DISGUSTED ",44.44444444,"Negative-Positive"
18,"UPSET ",44.44444444,"Negative-Positive"
18,"LOVE ",100,"Negative-Positive"
18,"EXCITED ",100,"Negative-Positive"
18,"LONELY ",21.69312169,"Negative-Positive"
18,"PROUD ",86.24338624,"Negative-Positive"
18,"RELAXED ",89.68253968,"Negative-Positive"
18,"SORRY ",66.13756614,"Negative-Positive"
18,"AMAZED ",100,"Negative-Positive"
18,"THANKFUL ",100,"Negative-Positive"
18,"SAD ",27.51322751,"Negative-Positive"
18,"ANGRY ",27.51322751,"Negative-Positive"
18,"HATE ",0,"Negative-Positive"
18,"ANNOYED ",38.35978836,"Negative-Positive"
18,"SURPRISED ",80.42328042,"Negative-Positive"
18,"SCARED ",26.45502646,"Negative-Positive"
18,"BORED ",47.61904762,"Negative-Positive"
18,"NERVOUS ",47.61904762,"Negative-Positive"
19,"BORED ",0.70239334,"Dislike-Like"
19,"CALM ",99.55775234,"Dislike-Like"
19,"UPSET ",0.572320499,"Dislike-Like"
19,"SCARED ",25.54630593,"Dislike-Like"
19,"GRUMPY ",51.17065557,"Dislike-Like"
19,"RELAXED ",98.25702393,"Dislike-Like"
19,"SAD ",7.986472425,"Dislike-Like"
19,"PROUD ",71.33194589,"Dislike-Like"
19,"LOVE ",98.64724246,"Dislike-Like"
19,"WORRIED ",19.04266389,"Dislike-Like"
19,"SAFE ",89.28199792,"Dislike-Like"
19,"SORRY ",94.61498439,"Dislike-Like"
19,"EXCITED ",99.16753382,"Dislike-Like"
19,"HAPPY ",97.99687825,"Dislike-Like"
19,"ANNOYED ",4.734651405,"Dislike-Like"
19,"PLEASED ",88.8917794,"Dislike-Like"
19,"SURPRISED ",97.34651405,"Dislike-Like"
19,"THANKFUL ",99.68782518,"Dislike-Like"
19,"EMBARRASSED ",1.612903226,"Dislike-Like"
19,"ANGRY ",3.173777315,"Dislike-Like"
19,"DISGUSTED ",18.39229969,"Dislike-Like"
19,"HATE ",11.1082206,"Dislike-Like"
19,"AMAZED ",98.90738814,"Dislike-Like"
19,"JEALOUS ",23.98543184,"Dislike-Like"
19,"NERVOUS ",10.84807492,"Dislike-Like"
19,"DISAPPOINTED ",17.22164412,"Dislike-Like"
19,"LONELY ",13.05931322,"Dislike-Like"
20,"PLEASED ",89.29121726,"Dislike-Like"
20,"GRUMPY ",10.13097072,"Dislike-Like"
20,"BORED ",0,"Dislike-Like"
20,"LONELY ",0.885978428,"Dislike-Like"
20,"UPSET ",0,"Dislike-Like"
20,"SURPRISED ",48.45916795,"Dislike-Like"
20,"SAD ",23.61325116,"Dislike-Like"
20,"LOVE ",100,"Dislike-Like"
20,"THANKFUL ",100,"Dislike-Like"
20,"NERVOUS ",0,"Dislike-Like"
20,"SORRY ",18.41294299,"Dislike-Like"
20,"RELAXED ",100,"Dislike-Like"
20,"EXCITED ",77.15716487,"Dislike-Like"
20,"HAPPY ",100,"Dislike-Like"
20,"ANGRY ",21.68721109,"Dislike-Like"
20,"CALM ",100,"Dislike-Like"
20,"EMBARRASSED ",0,"Dislike-Like"
20,"SAFE ",100,"Dislike-Like"
20,"DISGUSTED ",26.30970724,"Dislike-Like"
20,"JEALOUS ",0,"Dislike-Like"
20,"WORRIED ",0,"Dislike-Like"
20,"HATE ",26.69491525,"Dislike-Like"
20,"PROUD ",74.65331279,"Dislike-Like"
20,"DISAPPOINTED ",0,"Dislike-Like"
20,"SCARED ",0,"Dislike-Like"
20,"ANNOYED ",0,"Dislike-Like"
20,"AMAZED ",100,"Dislike-Like"
21,"UPSET ",23.99237888,"Negative-Positive"
21,"PLEASED ",74.10130719,"Negative-Positive"
21,"RELAXED ",79.54793444,"Negative-Positive"
21,"SAFE ",65.52287582,"Negative-Positive"
21,"CALM ",66.20371201,"Negative-Positive"
21,"SORRY ",33.11547672,"Negative-Positive"
21,"PROUD ",77.77777778,"Negative-Positive"
21,"DISAPPOINTED ",13.64379085,"Negative-Positive"
21,"JEALOUS ",9.28649653,"Negative-Positive"
21,"SCARED ",23.17538542,"Negative-Positive"
21,"SURPRISED ",49.04684927,"Negative-Positive"
21,"LONELY ",21.67756199,"Negative-Positive"
21,"GRUMPY ",19.0904181,"Negative-Positive"
21,"THANKFUL ",78.18627451,"Negative-Positive"
21,"AMAZED ",63.07189542,"Negative-Positive"
21,"ANNOYED ",15.68627451,"Negative-Positive"
21,"BORED ",45.77887541,"Negative-Positive"
21,"SAD ",29.71133313,"Negative-Positive"
21,"NERVOUS ",40.33224816,"Negative-Positive"
